web-scraper-order,web-scraper-start-url,Autre_animaux_links,Autre_animaux_links-href,Nom,Price,Adresse,lien_image
"1739019607-146","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3330908","","","",""
"1739019610-147","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012","","","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739019613-148","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3336754","","","Guediawaye, Dakar, Sénégal",""
"1739019616-149","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3341213","","","Almadies, Dakar, Sénégal",""
"1739019619-150","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Carpe Koï","https://sn.coinafrique.com/annonce/autres-animaux/carpe-koi-3345713","","","Sénégal",""
"1739019622-151","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Géniteur Holstein","https://sn.coinafrique.com/annonce/autres-animaux/geniteur-holstein-3348819","","","Dakar, Sénégal",""
"1739019624-152","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Taureaux Holstein","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-holstein-3348822","","","Dakar, Sénégal",""
"1739019627-153","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491","","","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739019630-154","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Autruchon","https://sn.coinafrique.com/annonce/autres-animaux/autruchon-3357168","","","Guediawaye, Dakar, Sénégal",""
"1739019633-155","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-3360468","","","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1739019636-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple hermine","https://sn.coinafrique.com/annonce/autres-animaux/couple-hermine-3369362","","","Dakar, Sénégal",""
"1739019639-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3369906","","","",""
"1739019642-158","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486","","","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1739019644-159","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon bleu adulte","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-adulte-3372722","","","Keur Massar, Sénégal",""
"1739019647-160","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Trio de paon bleu","https://sn.coinafrique.com/annonce/autres-animaux/trio-de-paon-bleu-3389732","","","Mbao, Dakar, Sénégal",""
"1739019650-161","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Perruches","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3395087","","","Guediawaye, Dakar, Sénégal",""
"1739019653-162","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018","","","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1739019656-163","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3413662","","","Mbour, Sénégal",""
"1739019659-164","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paire d'oie","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166","","","",""
"1739019662-165","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Canards","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543","","","Dakar, Sénégal",""
"1739019664-166","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Couple dinde rouge","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196","","","Dakar, Sénégal",""
"1739019667-167","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3448056","","","",""
"1739019670-168","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chaton siamois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3450631","","","Grand Dakar, Dakar, Sénégal",""
"1739019673-169","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Dindes","https://sn.coinafrique.com/annonce/autres-animaux/dindes-3474757","","","Parcelle Assainies, Dakar, Sénégal",""
"1739019676-170","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3492877","","","",""
"1739019679-171","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Oies de toulouse","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3496368","","","Dakar, Sénégal",""
"1739019681-172","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-3500261","","","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1739019684-173","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571","","","Mbao, Dakar, Sénégal",""
"1739019687-174","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3509381","","","",""
"1739019690-175","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Chat persan chinchilla","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-3515163","","","Fann-Point E-Amitié, Dakar, Sénégal",""
"1739019693-176","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3515231","","","Dakar, Sénégal",""
"1739019696-177","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065","","","Thies, Sénégal",""
"1739019699-178","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078","","","Thies, Sénégal",""
"1739019701-179","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cochon dinde","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084","","","Thies, Sénégal",""
"1739019704-180","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bouc Espagnol","https://sn.coinafrique.com/annonce/autres-animaux/bouc-espagnol-3523752","","","Louga, Sénégal",""
"1739019707-181","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Hamsters","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591","","","Mbao, Dakar, Sénégal",""
"1739019710-182","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Jeune cheval","https://sn.coinafrique.com/annonce/autres-animaux/jeune-cheval-3526170","","","Dakar, Sénégal",""
"1739019713-183","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3544114","","","",""
"1739019715-184","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117","","","Saint Louis, Sénégal",""
"1739019721-185","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins  d’oies","https://sn.coinafrique.com/annonce/autres-animaux/poussins-doies-3569402","","","",""
"1739019724-186","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde mâle","https://sn.coinafrique.com/annonce/autres-animaux/dinde-male-3575899","","","Dakar, Sénégal",""
"1739019727-187","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussin caille","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048","","","Parcelle Assainies, Dakar, Sénégal",""
"1739019730-188","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-3607957","","","Kaolack, Sénégal",""
"1739019733-189","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416","","","Fann, Dakar, Sénégal",""
"1739019736-190","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taurillon laitier","https://sn.coinafrique.com/annonce/autres-animaux/taurillon-laitier-3613432","","","Sicap Liberté, Dakar, Sénégal",""
"1739019739-191","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","https://sn.coinafrique.com/annonce/autres-animaux/cochons-3614166","","","Mbour, Sénégal",""
"1739019741-192","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764","","","Mbao, Dakar, Sénégal",""
"1739019744-193","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Angora","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3634435","","","Fann, Dakar, Sénégal",""
"1739019747-194","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645462","","","Niaga, Sénégal",""
"1739019750-195","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645463","","","Niaga, Sénégal",""
"1739019753-196","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oie géant","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953","","","Mbour, Sénégal",""
"1739019756-197","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeufs","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-3651241","","","Niaga, Sénégal",""
"1739019759-198","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3671821","","","Fann, Dakar, Sénégal",""
"1739019761-199","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet grand Haras","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-grand-haras-3672216","","","Yoff, Dakar, Sénégal",""
"1739019764-200","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Caille","https://sn.coinafrique.com/annonce/autres-animaux/caille-3679001","","","Sicap foire, Dakar, Sénégal",""
"1739019767-201","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Angora","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3681874","","","Fann, Dakar, Sénégal",""
"1739019770-202","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paire colverts de Rouen","https://sn.coinafrique.com/annonce/autres-animaux/paire-colverts-de-rouen-3686752","","","Mboro, Sénégal",""
"1739019773-203","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324","","","Mbao, Dakar, Sénégal",""
"1739019776-204","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3691179","","","Niaga, Sénégal",""
"1739019779-205","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3693176","Perroquet perruches ondulées","20 000 CFA","Guediawaye, Dakar, Sénégal",""
"1739019781-206","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oie","https://sn.coinafrique.com/annonce/autres-animaux/oie-3719072","","","Niaga, Sénégal",""
"1739019784-207","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3734952","","","Niaga, Sénégal",""
"1739019787-208","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple cochons d'inde","https://sn.coinafrique.com/annonce/autres-animaux/couple-cochons-dinde-3738425","","","",""
"1739019790-209","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Sacs de foin - Ngogne","https://sn.coinafrique.com/annonce/autres-animaux/sacs-de-foin-ngogne-3747916","","","Saint Louis, Sénégal",""
"1739019793-210","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","https://sn.coinafrique.com/annonce/autres-animaux/canard-3761752","","","Diamniadio, Sénégal",""
"1739019796-211","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paire Oie","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969","","","Guediawaye, Dakar, Sénégal",""
"1739019799-212","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oiseaux exotiques","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129","","","Dakar, Sénégal",""
"1739019802-213","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3775233","","","Diamniadio, Sénégal",""
"1739019805-214","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple Hamster","https://sn.coinafrique.com/annonce/autres-animaux/couple-hamster-3779809","","","Dakar, Sénégal",""
"1739019807-215","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3780966","","","Sacré-Coeur, Dakar, Sénégal",""
"1739019810-216","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veau","https://sn.coinafrique.com/annonce/autres-animaux/veau-3784229","","","Biscuiterie, Dakar, Sénégal",""
"1739019813-217","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3797181","","","Keur Massar, Sénégal",""
"1739019816-218","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3798116","","","Niaga, Sénégal",""
"1739019819-219","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Peruche ondulée","https://sn.coinafrique.com/annonce/autres-animaux/peruche-ondulee-3803986","Perroquet perruches ondulées","20 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1739019822-220","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3804681","","","Bambey, Sénégal",""
"1739019825-221","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-3814562","","","Sacré-Coeur, Dakar, Sénégal",""
"1739019827-222","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3817866","","","",""
"1739019830-223","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3819174","","","",""
"1739019833-224","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-3850590","","","Biscuiterie, Dakar, Sénégal",""
"1739019836-225","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cobaye mâle","https://sn.coinafrique.com/annonce/autres-animaux/cobaye-male-3868453","","","",""
"1739019839-226","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Œufs","https://sn.coinafrique.com/annonce/autres-animaux/ufs-3862604","","","",""
"1739019842-227","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-3901686","","","Yoff, Dakar, Sénégal",""
"1739019845-228","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3905361","","","Ziguinchor, Sénégal",""
"1739019848-229","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Scottish Fold","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-3915043","","","Fann, Dakar, Sénégal",""
"1739019850-230","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paons bleus","https://sn.coinafrique.com/annonce/autres-animaux/paons-bleus-3916692","","","Mbour, Sénégal",""
"1739019853-231","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-3916720","","","",""
"1739019856-232","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Anes","https://sn.coinafrique.com/annonce/autres-animaux/anes-3916725","","","Mbour, Sénégal",""
"1739019859-233","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-3922652","","","Dakar Plateau, Dakar, Sénégal",""
"1739019862-234","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","https://sn.coinafrique.com/annonce/autres-animaux/dinde-3956243","","","Touba, Sénégal",""
"1739019864-235","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-3956247","","","Touba, Sénégal",""
"1739019867-236","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3968286","Perroquet perruches ondulées","20 000 CFA","Guediawaye, Dakar, Sénégal",""
"1739019870-237","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre","https://sn.coinafrique.com/annonce/autres-animaux/chevre-3985611","","","Dakar, Sénégal",""
"1739019873-238","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3991901","","","",""
"1739019876-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4001249","","","",""
"1739019878-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan hymalayen","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-hymalayen-4002094","","","Ngor, Dakar, Sénégal",""
"1739019881-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4004300","","","Fann, Dakar, Sénégal",""
"1739019884-242","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquets Roseicollis","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-roseicollis-4006084","","","Point E, Dakar, Sénégal",""
"1739019887-243","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vache","https://sn.coinafrique.com/annonce/autres-animaux/vache-4015081","","","Niaga, Sénégal",""
"1739019890-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Jument","https://sn.coinafrique.com/annonce/autres-animaux/jument-4029052","","","Thies, Sénégal",""
"1739019892-245","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4029054","","","Thies, Sénégal",""
"1739019895-246","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de garde","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-garde-4033376","","","Mbour, Sénégal",""
"1739019898-247","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4047285","","","Niaga, Sénégal",""
"1739019901-248","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4049517","Perroquet perruches ondulées","20 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1739019904-249","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindons","https://sn.coinafrique.com/annonce/autres-animaux/dindons-4056115","","","Dakar, Sénégal",""
"1739019907-250","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canards","https://sn.coinafrique.com/annonce/autres-animaux/canards-4056116","","","Dakar, Sénégal",""
"1739019910-251","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4060300","","","Dakar, Sénégal",""
"1739019913-252","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","https://sn.coinafrique.com/annonce/autres-animaux/oies-4064457","","","Niaga, Sénégal",""
"1739019916-253","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœufs","https://sn.coinafrique.com/annonce/autres-animaux/bufs-4089255","","","",""
"1739019919-254","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572","","","",""
"1739019922-255","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862","","","Ouakam, Dakar, Sénégal",""
"1739019925-256","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton angora","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4102298","","","Fann, Dakar, Sénégal",""
"1739019927-257","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chats siamois himalayen","https://sn.coinafrique.com/annonce/autres-animaux/chats-siamois-himalayen-4102440","","","Thies, Sénégal",""
"1739019930-258","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre sahelienne","https://sn.coinafrique.com/annonce/autres-animaux/chevre-sahelienne-4103018","","","Mbour, Sénégal",""
"1739019933-259","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101","","","Sacré-Coeur, Dakar, Sénégal",""
"1739019936-260","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","https://sn.coinafrique.com/annonce/autres-animaux/oies-4119270","","","Thies, Sénégal",""
"1739019938-261","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Vaches","https://sn.coinafrique.com/annonce/autres-animaux/vaches-4131629","","","Niaga, Sénégal",""
"1739019941-262","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatte persane himalayenne","https://sn.coinafrique.com/annonce/autres-animaux/chatte-persane-himalayenne-4140736","","","Dakar, Sénégal",""
"1739019944-263","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard colvert","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4141195","","","Almadies 2, Dakar, Sénégal",""
"1739019947-264","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4141464","Perroquet perruches ondulées","20 000 CFA","Dakar, Sénégal",""
"1739019950-265","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4150854","","","",""
"1739019952-266","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster doré","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247","","","Dakar, Sénégal",""
"1739019955-267","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870","","","Parcelle Assainies, Dakar, Sénégal",""
"1739019958-268","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875","","","Parcelle Assainies, Dakar, Sénégal",""
"1739019964-269","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dinde","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236","","","Touba, Sénégal",""
"1739019967-270","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","https://sn.coinafrique.com/annonce/autres-animaux/buf-4179472","","","",""
"1739019970-271","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton siamois","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-4180282","","","Sacré-Coeur, Dakar, Sénégal",""
"1739019973-272","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple de perruches","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902","Perroquet perruches ondulées","20 000 CFA","Thies, Sénégal",""
"1739019975-273","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4185842","Perroquet perruches ondulées","20 000 CFA","Dakar, Sénégal",""
"1739019978-274","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617","Perroquet perruches ondulées","20 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1739019981-275","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106","","","Bambey, Sénégal",""
"1739019984-276","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226","","","Touba, Sénégal",""
"1739019987-277","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons aquarium","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007","","","Dakar Plateau, Dakar, Sénégal",""
"1739019989-278","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Siamois Himalayen","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680","","","Fann, Dakar, Sénégal",""
"1739019992-279","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poussins bleus hollandais","https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952","","","Mbao, Dakar, Sénégal",""
"1739019995-280","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444","","","Touba, Sénégal",""
"1739019998-281","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruche","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158","Perroquet perruches ondulées","20 000 CFA","Point E, Dakar, Sénégal",""
"1739020001-282","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701","","","Yoff, Dakar, Sénégal",""
"1739020004-283","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477","","","Ouest Foire, Dakar, Sénégal",""
"1739020006-284","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons aquariums","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053","","","Dakar Plateau, Dakar, Sénégal",""
"1739020009-285","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Oies","https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743","","","Thies, Sénégal",""
"1739020012-286","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218","Perroquet perruches ondulées","20 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1739020015-287","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat persan chinchilla golden shaded","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857","","","Sicap Liberté, Dakar, Sénégal",""
"1739020018-288","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat persan chinchilla blue golden shaded","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866","","","Sicap Liberté, Dakar, Sénégal",""
"1739020021-289","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chatons persans chinchilla golden shaded","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926","","","Sicap Liberté, Dakar, Sénégal",""
"1739020023-290","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Autruche","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068","","","Bambey, Sénégal",""
"1739020026-291","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Paon","https://sn.coinafrique.com/annonce/autres-animaux/paon-4277277","","","Mermoz-Sacré Coeur, Dakar, Sénégal",""
